masterId,title,author,borrow_count
BM-0498,The Art of Philosophy 3,Author O. Smith,4
BM-0497,Mastering Java 6,Author U. Johnson,4
BM-0501,The Art of Physics 7,Author O. Johnson,4
BM-0502,Introduction to Chemistry 3,Author C. Williams,4
BM-0503,Fundamentals of Chemistry 8,Author O. Jones,4
BM-0508,Fundamentals of Calculus 7,Author G. Smith,4
BM-0219,Fundamentals of Chemistry 9,Author Q. Johnson,4
BM-0222,Mastering Machine Learning 10,Author Z. Williams,4
BM-0195,Fundamentals of Physics 9,Author V. Jones,4
BM-0200,Advanced Chemistry 8,Author J. Brown,4
BM-0197,Fundamentals of Calculus 1,Author E. Brown,4
BM-0180,The Art of Machine Learning 2,Author I. Brown,4
BM-0515,Guide to Biology 10,Author S. Williams,4
BM-0521,Advanced History 10,Author I. Williams,4
BM-0865,Advanced Chemistry 1,Author S. Smith,4
BM-0862,History of History 2,Author X. Johnson,4
BM-0207,Fundamentals of Biology 4,Author T. Brown,4
BM-0867,Guide to AI 5,Author P. Brown,4
BM-0872,Introduction to Physics 3,Author M. Williams,4
BM-0871,Fundamentals of Chemistry 9,Author F. Smith,4
BM-0874,Handbook of Physics 10,Author P. Brown,4
BM-0853,The Art of History 2,Author J. Williams,4
BM-0046,Guide to AI 9,Author U. Johnson,4
BM-0882,Guide to Music 4,Author G. Johnson,4
BM-0191,Guide to Python 7,Author L. Brown,4
BM-0182,Handbook of Economics 9,Author W. Jones,4
BM-0895,Advanced Machine Learning 8,Author L. Williams,4
BM-0053,The Art of Calculus 5,Author B. Jones,4
BM-0950,Guide to Machine Learning 2,Author N. Williams,4
BM-0954,Mastering Calculus 9,Author Z. Williams,4
BM-0607,The Art of Economics 3,Author V. Johnson,4
BM-0140,Handbook of Art 7,Author G. Brown,4
BM-0138,The Art of Biology 10,Author F. Johnson,4
BM-0624,The Art of Music 1,Author G. Williams,4
BM-0109,Advanced Chemistry 6,Author V. Johnson,4
BM-0133,The Art of Chemistry 1,Author S. Johnson,4
BM-0908,History of Calculus 8,Author F. Williams,4
BM-0843,The Art of Machine Learning 9,Author Y. Williams,4
BM-0814,Advanced Physics 2,Author E. Brown,4
BM-0813,Handbook of History 9,Author O. Brown,4
BM-0456,Guide to Art 6,Author P. Johnson,4
BM-0451,History of Python 10,Author R. Jones,4
BM-0675,Mastering Physics 1,Author U. Johnson,4
BM-0686,The Art of Calculus 3,Author P. Johnson,4
BM-0463,The Art of Biology 6,Author X. Brown,4
BM-0466,Handbook of Art 10,Author P. Jones,4
BM-0276,Advanced Calculus 1,Author R. Smith,4
BM-0275,Mastering Economics 7,Author T. Jones,4
BM-0240,Mastering Biology 8,Author O. Williams,4
BM-0241,The Art of Calculus 8,Author M. Smith,4
BM-0473,Introduction to History 8,Author N. Williams,4
BM-0483,History of Philosophy 1,Author Q. Johnson,4
BM-0488,History of Python 9,Author P. Brown,4
BM-0484,The Art of Economics 8,Author P. Jones,4
BM-0719,History of AI 9,Author B. Williams,4
BM-0713,Introduction to Music 1,Author R. Johnson,4
BM-0711,Fundamentals of Biology 4,Author H. Williams,4
BM-0063,Introduction to AI 4,Author G. Smith,4
BM-0285,Handbook of AI 9,Author K. Brown,4
BM-0290,Advanced History 4,Author Y. Jones,4
BM-0303,Fundamentals of Python 4,Author L. Brown,4
BM-0283,Mastering Java 10,Author X. Smith,4
BM-0061,Fundamentals of Art 10,Author X. Johnson,4
BM-0295,Advanced Music 1,Author E. Smith,4
BM-0297,Guide to History 9,Author V. Jones,4
BM-0296,Guide to Biology 9,Author G. Williams,4
BM-0081,Advanced Calculus 7,Author I. Brown,4
BM-0082,Advanced AI 1,Author F. Smith,4
BM-0085,The Art of Calculus 8,Author P. Johnson,4
BM-0092,Advanced Python 7,Author L. Johnson,4
BM-0439,The Art of Biology 8,Author C. Johnson,4
BM-0441,Advanced Music 8,Author I. Smith,4
BM-0412,The Art of Calculus 1,Author R. Jones,4
BM-0701,Advanced Chemistry 10,Author Y. Williams,4
BM-0417,Advanced Java 7,Author V. Johnson,4
BM-0416,Handbook of Python 2,Author D. Jones,4
BM-0467,Handbook of Java 4,Author J. Jones,4
BM-0837,Handbook of Python 4,Author P. Smith,4
BM-0845,Mastering Philosophy 4,Author U. Williams,4
BM-0382,Introduction to Philosophy 3,Author T. Jones,4
BM-0406,Guide to Java 2,Author U. Brown,4
BM-0726,Fundamentals of Java 1,Author V. Williams,4
BM-0077,Introduction to AI 8,Author M. Smith,4
BM-0925,Advanced History 4,Author K. Williams,4
BM-0923,Fundamentals of Calculus 2,Author O. Smith,4
BM-0395,Mastering History 8,Author U. Williams,4
BM-0378,Fundamentals of AI 2,Author T. Brown,4
BM-0377,Guide to Art 1,Author P. Jones,4
BM-0376,Handbook of Music 6,Author I. Johnson,4
BM-0375,The Art of AI 10,Author F. Smith,4
BM-0388,Handbook of Philosophy 7,Author G. Williams,4
BM-0915,Introduction to Machine Learning 1,Author R. Williams,4
BM-0793,History of Java 9,Author F. Jones,4
BM-0311,Fundamentals of Physics 2,Author Y. Johnson,4
BM-0384,Advanced Art 9,Author C. Williams,4
BM-0783,Advanced AI 1,Author M. Smith,4
BM-0326,Mastering Economics 10,Author V. Smith,4
BM-0078,Advanced Economics 7,Author F. Williams,4
BM-0405,Fundamentals of Machine Learning 9,Author F. Johnson,4
BM-0333,History of Machine Learning 5,Author N. Smith,4
BM-0330,The Art of Biology 6,Author B. Jones,4
BM-0769,Mastering Java 3,Author P. Johnson,4
BM-0758,Mastering Philosophy 7,Author J. Brown,4
BM-0757,Mastering Music 8,Author F. Smith,4
BM-0754,Guide to Python 4,Author M. Brown,4
BM-0753,The Art of History 5,Author U. Jones,4
BM-0345,Guide to Art 3,Author V. Smith,4
BM-0751,History of Philosophy 8,Author S. Brown,4
BM-0745,Guide to Music 8,Author L. Johnson,4
BM-0606,The Art of Python 7,Author G. Jones,4
BM-0961,History of History 7,Author D. Brown,4
BM-0960,Mastering Chemistry 10,Author R. Williams,4
BM-0585,Introduction to Physics 10,Author R. Brown,4
BM-0582,Advanced Machine Learning 1,Author W. Jones,4
BM-0042,Mastering Java 10,Author X. Williams,4
BM-0994,Handbook of History 2,Author U. Smith,4
BM-0972,Mastering Chemistry 7,Author U. Smith,4
BM-0974,Mastering Music 1,Author S. Williams,4
BM-0005,Fundamentals of Chemistry 9,Author J. Smith,3
BM-0006,The Art of Calculus 8,Author P. Johnson,3
BM-0007,The Art of History 4,Author X. Brown,3
BM-0008,Fundamentals of Java 1,Author F. Williams,3
BM-0980,Guide to AI 10,Author K. Williams,3
BM-0979,Mastering Music 1,Author L. Brown,3
BM-0970,Handbook of Java 3,Author U. Brown,3
BM-0967,Fundamentals of Python 7,Author Y. Smith,3
BM-0995,Advanced Biology 3,Author C. Brown,3
BM-0026,Advanced Python 9,Author M. Brown,3
BM-0963,The Art of History 4,Author T. Jones,3
BM-0959,The Art of Art 10,Author X. Johnson,3
BM-0958,Mastering Music 10,Author N. Johnson,3
BM-0955,Introduction to Java 2,Author F. Johnson,3
BM-0584,The Art of Art 8,Author C. Johnson,3
BM-0581,The Art of Calculus 3,Author V. Johnson,3
BM-0579,Guide to AI 3,Author U. Smith,3
BM-0574,Fundamentals of Biology 2,Author Y. Smith,3
BM-0603,Advanced Art 8,Author T. Johnson,3
BM-0763,History of Economics 6,Author N. Smith,3
BM-0760,Fundamentals of Physics 9,Author G. Smith,3
BM-0359,Mastering Physics 5,Author F. Johnson,3
BM-0353,Handbook of Java 9,Author I. Williams,3
BM-0349,Advanced Economics 5,Author Q. Smith,3
BM-0347,Advanced Chemistry 7,Author K. Williams,3
BM-0752,The Art of Philosophy 8,Author C. Jones,3
BM-0338,Mastering Philosophy 5,Author Y. Brown,3
BM-0329,History of Calculus 2,Author G. Williams,3
BM-0775,Guide to AI 3,Author Z. Jones,3
BM-0773,Fundamentals of Chemistry 8,Author Z. Williams,3
BM-0771,History of Machine Learning 2,Author P. Johnson,3
BM-0767,The Art of Python 5,Author G. Johnson,3
BM-0764,Handbook of History 9,Author B. Williams,3
BM-0750,History of Machine Learning 10,Author Y. Smith,3
BM-0746,Advanced Music 5,Author M. Brown,3
BM-0742,Guide to Art 2,Author T. Williams,3
BM-0371,Mastering Biology 9,Author M. Johnson,3
BM-0369,Advanced Music 2,Author C. Williams,3
BM-0367,The Art of History 9,Author Y. Jones,3
BM-0362,Advanced Java 2,Author G. Williams,3
BM-0391,Fundamentals of Music 4,Author C. Williams,3
BM-0389,Introduction to Java 8,Author C. Jones,3
BM-0918,Guide to Philosophy 6,Author M. Brown,3
BM-0917,Mastering Biology 6,Author V. Williams,3
BM-0108,Guide to Biology 3,Author K. Jones,3
BM-0107,Guide to Machine Learning 6,Author G. Williams,3
BM-0792,Fundamentals of Art 5,Author K. Brown,3
BM-0789,The Art of Java 2,Author G. Smith,3
BM-0781,Fundamentals of Economics 9,Author R. Brown,3
BM-0379,The Art of History 9,Author X. Williams,3
BM-0741,Introduction to Python 6,Author B. Smith,3
BM-0737,The Art of Biology 6,Author G. Jones,3
BM-0735,Guide to Biology 7,Author W. Johnson,3
BM-0731,History of Biology 1,Author M. Williams,3
BM-0729,Advanced Biology 1,Author F. Jones,3
BM-0725,Guide to AI 6,Author X. Johnson,3
BM-0409,Advanced Calculus 1,Author H. Jones,3
BM-0402,Guide to Java 8,Author Q. Brown,3
BM-0401,Mastering History 6,Author R. Smith,3
BM-0806,Advanced Chemistry 5,Author S. Jones,3
BM-0796,Fundamentals of Physics 6,Author M. Jones,3
BM-0795,Mastering History 7,Author Y. Brown,3
BM-0328,History of Biology 9,Author T. Williams,3
BM-0323,Fundamentals of Music 1,Author N. Johnson,3
BM-0928,The Art of History 5,Author Y. Brown,3
BM-0398,Handbook of Machine Learning 2,Author N. Smith,3
BM-0723,Mastering Calculus 9,Author W. Johnson,3
BM-0721,Mastering Java 3,Author Q. Williams,3
BM-0720,The Art of Python 8,Author A. Johnson,3
BM-0710,History of AI 7,Author M. Brown,3
BM-0427,Handbook of Physics 2,Author R. Brown,3
BM-0424,The Art of Economics 4,Author O. Williams,3
BM-0421,Mastering Music 8,Author P. Brown,3
BM-0067,Advanced Philosophy 1,Author W. Jones,3
BM-0291,Introduction to Java 10,Author R. Williams,3
BM-0288,Advanced Java 3,Author H. Jones,3
BM-0286,Advanced Chemistry 1,Author U. Brown,3
BM-0282,Introduction to Art 2,Author Q. Johnson,3
BM-0307,Introduction to History 1,Author A. Johnson,3
BM-0306,Guide to Java 8,Author N. Brown,3
BM-0300,Guide to Machine Learning 1,Author P. Williams,3
BM-0299,The Art of Java 7,Author K. Jones,3
BM-0938,Mastering Philosophy 4,Author O. Smith,3
BM-0933,History of Calculus 1,Author I. Smith,3
BM-0087,Introduction to Philosophy 1,Author I. Jones,3
BM-0080,Introduction to Chemistry 1,Author C. Williams,3
BM-0702,History of History 2,Author E. Williams,3
BM-0699,Guide to History 7,Author D. Brown,3
BM-0694,Fundamentals of Chemistry 10,Author K. Brown,3
BM-0693,Handbook of AI 6,Author Y. Johnson,3
BM-0692,Handbook of Physics 4,Author P. Jones,3
BM-0444,History of Chemistry 10,Author R. Johnson,3
BM-0443,Introduction to Chemistry 9,Author E. Jones,3
BM-0440,History of Physics 1,Author X. Smith,3
BM-0438,Guide to History 1,Author Q. Brown,3
BM-0436,Advanced Economics 7,Author M. Smith,3
BM-0432,Mastering History 6,Author F. Johnson,3
BM-0431,Handbook of Java 6,Author H. Johnson,3
BM-0428,Mastering Music 8,Author P. Williams,3
BM-0457,Introduction to Chemistry 9,Author Z. Johnson,3
BM-0268,Mastering Economics 7,Author V. Williams,3
BM-0265,Handbook of Biology 7,Author G. Jones,3
BM-0263,Fundamentals of Economics 7,Author I. Williams,3
BM-0822,History of Chemistry 5,Author P. Jones,3
BM-0820,Guide to Physics 4,Author D. Williams,3
BM-0817,Introduction to History 10,Author Y. Williams,3
BM-0812,Fundamentals of Chemistry 6,Author H. Brown,3
BM-0811,Advanced Java 5,Author F. Smith,3
BM-0294,Introduction to AI 8,Author H. Williams,3
BM-0454,History of Physics 1,Author L. Brown,3
BM-0452,Advanced AI 2,Author N. Smith,3
BM-0446,Introduction to Philosophy 1,Author G. Brown,3
BM-0445,The Art of Philosophy 1,Author X. Jones,3
BM-0690,Handbook of Philosophy 9,Author H. Williams,3
BM-0688,The Art of Art 3,Author I. Jones,3
BM-0682,Fundamentals of AI 1,Author F. Jones,3
BM-0678,History of Biology 2,Author L. Williams,3
BM-0674,Handbook of Music 7,Author B. Smith,3
BM-0673,Fundamentals of Chemistry 2,Author N. Johnson,3
BM-0246,Introduction to Art 6,Author Y. Smith,3
BM-0838,Mastering Economics 9,Author Q. Brown,3
BM-0836,Advanced Java 8,Author V. Smith,3
BM-0832,Introduction to Machine Learning 2,Author G. Johnson,3
BM-0830,Guide to Python 6,Author F. Williams,3
BM-0278,Mastering Art 8,Author M. Smith,3
BM-0126,Fundamentals of Python 3,Author K. Johnson,3
BM-0124,Handbook of History 9,Author G. Jones,3
BM-0123,Handbook of Chemistry 5,Author T. Johnson,3
BM-0122,History of Economics 5,Author F. Jones,3
BM-0236,Guide to Philosophy 9,Author R. Johnson,3
BM-0232,Fundamentals of Java 9,Author H. Brown,3
BM-0231,Mastering Java 10,Author E. Johnson,3
BM-0229,The Art of Philosophy 9,Author T. Jones,3
BM-0257,Introduction to Python 1,Author V. Johnson,3
BM-0256,History of Calculus 4,Author Y. Williams,3
BM-0255,History of Philosophy 10,Author V. Johnson,3
BM-0468,History of Economics 1,Author H. Jones,3
BM-0491,The Art of Python 7,Author H. Smith,3
BM-0486,The Art of Music 6,Author G. Johnson,3
BM-0478,The Art of Art 2,Author K. Smith,3
BM-0849,Guide to Music 2,Author S. Smith,3
BM-0847,History of Art 2,Author N. Brown,3
BM-0243,History of Biology 5,Author C. Brown,3
BM-0242,Mastering Machine Learning 2,Author P. Jones,3
BM-0103,Handbook of Economics 3,Author U. Smith,3
BM-0097,Handbook of Java 9,Author I. Brown,3
BM-0667,Mastering Art 6,Author W. Johnson,3
BM-0666,Handbook of AI 10,Author I. Smith,3
BM-0657,Advanced Economics 10,Author U. Smith,3
BM-0493,Handbook of Java 7,Author N. Smith,3
BM-0523,Advanced Calculus 9,Author M. Brown,3
BM-0199,Introduction to Economics 3,Author N. Williams,3
BM-0198,Guide to Java 4,Author R. Johnson,3
BM-0224,Mastering Economics 7,Author U. Smith,3
BM-0220,Advanced Economics 3,Author F. Williams,3
BM-0216,Guide to Art 1,Author Y. Jones,3
BM-0860,Introduction to Physics 1,Author F. Brown,3
BM-0857,History of Music 4,Author L. Brown,3
BM-0881,Mastering Music 10,Author L. Jones,3
BM-0873,Introduction to Machine Learning 7,Author E. Johnson,3
BM-0864,Advanced Philosophy 9,Author B. Brown,3
BM-0209,Guide to Economics 1,Author E. Smith,3
BM-0203,Advanced Java 7,Author Q. Smith,3
BM-0517,Guide to Calculus 1,Author D. Jones,3
BM-0514,Introduction to Philosophy 6,Author U. Brown,3
BM-0512,Advanced Economics 7,Author J. Brown,3
BM-0953,History of AI 3,Author K. Smith,3
BM-0949,Guide to Python 10,Author Y. Jones,3
BM-0057,Mastering Chemistry 9,Author V. Williams,3
BM-0055,Advanced Chemistry 8,Author K. Jones,3
BM-0051,Handbook of History 6,Author O. Jones,3
BM-0048,The Art of Art 9,Author L. Jones,3
BM-0890,Guide to Biology 8,Author J. Williams,3
BM-0190,Fundamentals of Calculus 10,Author A. Williams,3
BM-0184,Handbook of Machine Learning 3,Author X. Johnson,3
BM-0183,Introduction to Java 8,Author N. Jones,3
BM-0179,Introduction to Machine Learning 8,Author M. Brown,3
BM-0047,Mastering Java 8,Author G. Jones,3
BM-0045,Advanced Chemistry 9,Author K. Jones,3
BM-0044,Fundamentals of Music 9,Author Y. Williams,3
BM-0073,Mastering Philosophy 6,Author W. Smith,3
BM-0653,The Art of Economics 9,Author N. Jones,3
BM-0644,Fundamentals of Java 10,Author A. Jones,3
BM-0643,Handbook of History 3,Author R. Brown,3
BM-0640,Mastering Biology 7,Author K. Smith,3
BM-0538,Advanced Music 10,Author Q. Williams,3
BM-0901,The Art of Economics 2,Author H. Smith,3
BM-0900,Handbook of Calculus 3,Author X. Johnson,3
